Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type"">Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time"">Start Time</span>",Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count"">Jump Count</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit"">Total Grit</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow"">Avg Flow</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged"">Flagged</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_elapsed_speed"">Avg Elapsed Speed</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.dirt_distance"">Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_distance"">Newly Explored Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_dirt_distance"">Newly Explored Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.sport_type"">Sport Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_steps"">Total Steps</span>"
5187018532,"Apr 6, 2021, 12:34:56 PM",Morning Run,Run,,2575,9.46,160.0,67,false,,,activities/5527551991.fit.gz,,,2575.0,2434.0,9465.099609375,8.300000190734863,3.8887016773223877,67.48817443847656,67.38817596435547,17.299999237060547,37.70000076293945,11.0,0.0010565128177404404,,,,,,153.36180114746094,,,644.0,,,67.0,,,,,,,,,,,,,0.0,,1.0,9566.900390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187018574,"Apr 7, 2021, 12:13:52 PM",Morning Run,Run,,2533,9.56,159.0,60,false,,,activities/5527552088.fit.gz,,,2533.0,2397.0,9561.2001953125,8.0,3.9888193607330322,67.13499450683594,66.93499755859375,17.299999237060547,38.20000076293945,11.399999618530273,0.0020917877554893494,,,,,,151.13807678222656,,,651.0,,,60.0,,,,,,,,,,,,,0.0,,1.0,9664.2001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187018665,"Apr 8, 2021, 12:01:01 PM",Morning Run,Run,,2496,9.48,159.0,59,false,,,activities/5527552174.fit.gz,,,2496.0,2372.0,9483.0,5.699999809265137,3.997892141342163,67.2136001586914,67.11360168457031,16.5,38.20000076293945,14.300000190734863,0.001054518623277545,,,,,,151.54957580566406,,,637.0,,,59.0,,,,,,,,,,,,,0.0,,1.0,9611.599609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187021347,"Apr 4, 2021, 12:43:40 PM",Morning Run,Run,,959,3.54,154.0,23,false,,,activities/5527554965.fit.gz,,,959.0,956.0,3544.89990234375,6.099999904632568,3.708054304122925,31.38842010498047,31.38842010498047,11.800000190734863,32.599998474121094,21.100000381469727,0.0,,,,,,151.05661010742188,,,247.0,,,23.0,,,,,,,,,,,,,0.0,,1.0,3603.300048828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187021588,"Apr 3, 2021, 2:11:25 PM",Morning Run,Run,,3783,14.13,164.0,105,false,,,activities/5527555147.fit.gz,,,3783.0,3645.0,14131.599609375,6.400000095367432,3.8769822120666504,114.84587097167969,113.34587097167969,9.0,38.70000076293945,24.399999618530273,0.01061450969427824,,,,,,155.4060821533203,,,964.0,,,105.0,,,,,,,,,,,,,0.0,,1.0,14375.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187021609,"Apr 2, 2021, 12:51:17 PM",Morning Run,Run,,2888,9.69,168.0,54,false,,,activities/5527555223.fit.gz,,,2888.0,2408.0,9690.7998046875,7.199999809265137,4.024418830871582,68.3282470703125,68.22824096679688,17.299999237060547,37.70000076293945,37.5,0.0010319065768271685,,,,,,148.62234497070312,,,624.0,,,54.0,,,,,,,,,,,,,0.0,,1.0,9802.7998046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187021920,"Apr 1, 2021, 4:24:21 PM",Lunch Run,Run,,2278,8.61,156.0,55,false,,,activities/5527555507.fit.gz,,,2278.0,2130.0,8617.7998046875,6.5,4.045915603637695,62.8544807434082,62.75448226928711,19.5,38.20000076293945,11.199999809265137,0.0011603889288380742,,,,,,151.6605224609375,,,583.0,,,55.0,,,,,,,,,,,,,0.0,,1.0,8709.2001953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187022105,"Mar 31, 2021, 12:27:15 PM",Morning Run,Run,,2599,9.48,164.0,72,false,,,activities/5527555727.fit.gz,,,2599.0,2439.0,9479.0,6.5,3.8864288330078125,66.60566711425781,66.60566711425781,17.299999237060547,37.70000076293945,13.300000190734863,0.0,,,,,,156.40733337402344,,,633.0,,,72.0,,,,,,,,,,,,,0.0,,1.0,9599.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187022153,"Mar 30, 2021, 11:22:20 AM",Morning Run,Run,,2365,8.70,159.0,58,false,,,activities/5527555813.fit.gz,,,2365.0,2227.0,8702.5,5.5,3.9077234268188477,60.70461654663086,56.104618072509766,19.5,37.70000076293945,11.600000381469727,0.0528583750128746,,,,,,151.6334991455078,,,583.0,,,58.0,,,,,,,,,,,,,0.0,,1.0,8795.599609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5905184967,"Sep 4, 2021, 2:38:23 PM",1 Mile Road TT,Run,"",306,1.64,120.0,1,false,"",,activities/6277968264.fit.gz,,,306.0,306.0,1644.800048828125,6.900000095367432,5.375163555145264,0.0,-1.399999976158142,5.5,7.5,1.7999999523162842,0.08511672914028168,,,,,,120.0,,,146.98980712890625,,,1.0,,,,,,,,,,,,,0.0,,1.0,1648.4000244140625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.375163555145264,,,,,
6328104952,"Nov 30, 2021, 12:11:19 PM",Morning Run,Run,,2777,10.29,164.0,66,false,,,activities/6726012991.fit.gz,,,2777.0,2665.0,10294.2998046875,7.283984184265137,3.862776756286621,90.01656341552734,90.21656036376953,9.699999809265137,37.900001525878906,11.545533180236816,-0.0019428227096796036,,,,,,151.591796875,,,705.0,,,66.0,,,,,,,,,,,,,0.0,,1.0,10437.900390625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.7069859504699707,83.5,,,,
6333923859,"Dec 2, 2021, 12:24:44 PM",Christmas Tree Lot Shaker,Run,"",2900,10.72,166.0,54,false,,,activities/6732244530.fit.gz,,,2900.0,2867.0,10721.7392578125,5.454003810882568,3.7397069931030273,71.1118392944336,71.01180267333984,2.700000047683716,32.400001525878906,15.437186241149902,0.0009326844592578709,,,,,,144.36656188964844,,,729.0,,,54.0,,,,,,,,,,,0.0,,0.0,,1.0,10830.599609375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.6971516609191895,0.0,,,,
6348894717,"Dec 5, 2021, 12:07:00 PM",Morning Run,Run,,5341,19.57,160.0,151,false,,,activities/6748325312.fit.gz,,,5341.0,5317.0,19577.990234375,6.222265720367432,3.682149648666382,82.00041198730469,82.3004150390625,1.0,32.400001525878906,18.725427627563477,-0.0015323329716920853,,,,,,154.05661010742188,,,1307.0,,,151.0,,,,,,,,,,,,,0.0,,1.0,19705.69921875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.6656038761138916,1090.699951171875,,,,
6404835333,"Dec 18, 2021, 3:38:16 PM",Hilly Tempo,Run,"",4460,17.23,176.0,99,false,,,activities/6808844084.fit.gz,,,4460.0,4238.0,17238.240234375,6.032031059265137,4.067541599273682,241.06564331054688,241.0659942626953,12.899999618530273,109.5,25.0,0.0,,,,,,150.71002197265625,,,1217.0,,,99.0,,,,,,,,,,,0.0,,0.0,,1.0,17781.099609375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.8650765419006348,0.0,,,,
6404842503,"Dec 16, 2021, 9:02:08 PM",Pre Race Shaker,Run,"",905,3.39,157.0,20,false,,,activities/6808852093.fit.gz,,,905.0,888.0,3393.89013671875,6.154004096984863,3.821948289871216,26.060836791992188,26.36079978942871,20.200000762939453,29.899999618530273,9.520520210266113,-0.008839414454996586,,,,,,149.11148071289062,,,244.0,,,20.0,,,,,,,,,,,0.0,,0.0,,1.0,3434.699951171875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.750154733657837,36.900001525878906,,,,
6448034645,"Dec 30, 2021, 5:10:49 PM",Lunch Run,Run,,3497,11.93,169.0,66,false,,,activities/6855510304.fit.gz,,,3497.0,3099.0,11932.83984375,8.179883003234863,3.8505451679229736,81.72407531738281,81.3240737915039,2.700000047683716,32.400001525878906,22.488361358642578,0.0033520939759910107,,,,,,149.23672485351562,,,784.0,,,66.0,,,,,,,,,,,,,0.0,,1.0,12063.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.4123077392578125,0.0,,,,
6448044062,"Dec 29, 2021, 4:21:45 PM",Lunch Run,Run,,3834,12.79,173.0,58,false,,,activities/6855520684.fit.gz,,,3834.0,3252.0,12793.66015625,7.698046684265137,3.9340898990631104,37.11262893676758,30.112627029418945,-0.699999988079071,11.5,42.9280891418457,0.05471460148692131,,,,,,145.96859741210938,,,821.0,,,58.0,,,,,,,,,,,,,0.0,,1.0,12956.400390625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.3368961811065674,2136.89990234375,,,,
6448044249,"Dec 28, 2021, 4:24:07 PM",Lunch Run,Run,,2935,8.78,169.0,50,false,,,activities/6855520924.fit.gz,,,2935.0,2218.0,8780.0205078125,16.28322410583496,3.9585304260253906,35.68049621582031,38.78049850463867,5.599999904632568,25.0,11.894874572753906,-0.03530743345618248,,,,,,151.40101623535156,,,1117.0,,,50.0,,,,,,,,,,,,,0.0,,1.0,8845.7998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.9914891719818115,0.0,,,,
6448044564,"Dec 27, 2021, 4:14:55 PM",Lunch Run,Run,,2789,10.37,160.0,45,false,,,activities/6855521175.fit.gz,,,2789.0,2733.0,10375.4404296875,5.363965034484863,3.796355724334717,69.57699584960938,69.57699584960938,2.700000047683716,32.400001525878906,21.60786247253418,0.0,,,,,,144.01502990722656,,,707.0,,,45.0,,,,,,,,,,,,,0.0,,1.0,10488.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.7201292514801025,0.0,,,,
6448049867,"Dec 23, 2021, 7:26:18 PM",Afternoon Run,Run,,2551,9.87,174.0,110,false,,,activities/6855526867.fit.gz,,,2551.0,2541.0,9877.791015625,8.881982803344727,3.8873634338378906,84.6209945678711,82.42098999023438,9.699999809265137,37.900001525878906,15.107842445373535,0.02227218635380268,,,,,,168.02059936523438,,,666.0,,,110.0,,,,,,,,,,,,,0.0,,1.0,10008.599609375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.8721249103546143,48.20000076293945,,,,
